"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","SupV8: Calvin Klos #10",,,"Vehicle Desc","SupV8: Calvin Klos #10"
"Driver","Joao Guilherme",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","21/03/2020",,,"Origin Time","0.000","s"
"Log Time","01:18",,,"Start Time","0.000","s"
"Sample Rate","102.400","Hz",,"End Time","318.896","s"
"Duration","318.896","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","11163","m"

"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"s","m","rpm","km/h","%","G","G"


"73.887","2335","5072","92.9","55.06","1.205","-0.368"
"73.896","2335","5079","93.0","55.40","1.191","-0.373"
"73.906","2335","5087","93.1","56.14","1.179","-0.382"
"73.916","2335","5096","93.3","56.55","1.164","-0.390"
"73.926","2336","5104","93.4","56.89","1.150","-0.398"
"73.936","2336","5112","93.5","57.27","1.135","-0.405"
"73.945","2336","5120","93.7","57.61","1.119","-0.412"
"73.955","2336","5128","93.8","58.28","1.103","-0.420"
"73.965","2337","5137","94.0","58.97","1.087","-0.428"
"73.975","2337","5145","94.1","59.32","1.074","-0.436"
"73.984","2337","5153","94.3","59.66","1.061","-0.439"
"73.994","2337","5162","94.4","60.00","1.049","-0.445"
"74.004","2338","5170","94.6","60.26","1.039","-0.449"
"74.014","2338","5178","94.7","60.58","1.031","-0.449"
"74.023","2338","5186","94.9","60.94","1.024","-0.450"
"74.033","2339","5194","95.0","60.99","1.020","-0.452"
"74.043","2339","5203","95.2","61.33","1.017","-0.453"
"74.053","2339","5211","95.3","61.68","1.013","-0.452"
"74.063","2339","5220","95.5","62.02","1.011","-0.453"
"74.072","2340","5230","95.7","62.11","1.009","-0.452"
"74.082","2340","5239","95.8","62.11","1.007","-0.452"
"74.092","2340","5248","96.0","62.11","1.006","-0.452"
"74.102","2340","5257","96.1","62.11","1.007","-0.452"
"74.111","2341","5266","96.3","62.11","1.010","-0.451"
"74.121","2341","5274","96.4","62.13","1.011","-0.451"
"74.131","2341","5284","96.6","62.47","1.017","-0.451"
"74.141","2341","5293","96.7","62.50","1.019","-0.452"
"74.150","2342","5302","96.9","62.57","1.022","-0.454"
"74.160","2342","5311","97.0","62.77","1.024","-0.456"
"74.170","2342","5320","97.2","62.89","1.026","-0.457"
"74.180","2342","5329","97.4","62.89","1.027","-0.456"
"74.189","2343","5338","97.5","62.89","1.029","-0.457"
"74.199","2343","5346","97.7","62.89","1.030","-0.455"
"74.209","2343","5355","97.8","62.89","1.031","-0.456"
"74.219","2343","5363","98.0","62.89","1.034","-0.455"
"74.229","2344","5370","98.1","62.89","1.037","-0.454"
"74.238","2344","5378","98.3","62.89","1.041","-0.451"
"74.248","2344","5386","98.4","62.89","1.045","-0.449"
"74.258","2345","5394","98.6","63.03","1.049","-0.447"
"74.268","2345","5403","98.8","63.28","1.055","-0.444"
"74.277","2345","5412","98.9","63.28","1.059","-0.441"
"74.287","2345","5422","99.1","63.28","1.065","-0.440"
"74.297","2346","5431","99.2","63.28","1.073","-0.435"
"74.307","2346","5441","99.3","63.28","1.076","-0.434"
"74.316","2346","5451","99.5","63.28","1.079","-0.433"
"74.326","2346","5461","99.7","63.28","1.083","-0.432"
"74.336","2347","5471","99.8","63.28","1.084","-0.431"
"74.346","2347","5481","99.9","63.28","1.084","-0.431"
"74.355","2347","5491","100.1","63.28","1.087","-0.434"
"74.365","2348","5500","100.2","63.28","1.091","-0.436"
"74.375","2348","5509","100.4","63.28","1.098","-0.436"
"74.385","2348","5517","100.5","63.28","1.106","-0.436"
"74.395","2348","5525","100.7","63.42","1.112","-0.439"
"74.404","2349","5533","100.8","63.59","1.117","-0.439"
"74.414","2349","5541","101.0","63.67","1.123","-0.438"
"74.424","2349","5549","101.1","63.67","1.126","-0.436"
"74.434","2349","5557","101.3","63.67","1.127","-0.434"
"74.443","2350","5566","101.4","63.67","1.129","-0.430"
"74.453","2350","5575","101.6","63.67","1.134","-0.425"
"74.463","2350","5585","101.7","63.67","1.136","-0.422"
"74.473","2351","5594","101.8","63.67","1.139","-0.424"
"74.482","2351","5603","102.0","63.67","1.144","-0.425"
"74.492","2351","5612","102.1","63.83","1.148","-0.425"
"74.502","2351","5621","102.3","64.03","1.148","-0.427"
"74.512","2352","5630","102.4","64.15","1.149","-0.430"
"74.521","2352","5639","102.6","64.45","1.151","-0.431"
"74.531","2352","5649","102.7","64.45","1.148","-0.433"
"74.541","2352","5658","102.8","64.45","1.140","-0.435"
"74.551","2353","5667","103.0","64.74","1.138","-0.439"
"74.561","2353","5675","103.1","64.84","1.134","-0.442"
"74.570","2353","5683","103.3","64.84","1.126","-0.444"
"74.580","2354","5691","103.4","64.84","1.120","-0.445"
"74.590","2354","5699","103.6","64.84","1.117","-0.444"
"74.600","2354","5707","103.7","64.84","1.114","-0.442"
"74.609","2354","5714","103.9","64.84","1.109","-0.441"
"74.619","2355","5722","104.0","64.84","1.113","-0.437"
"74.629","2355","5730","104.2","65.14","1.116","-0.434"
"74.639","2355","5739","104.3","65.43","1.118","-0.430"
"74.648","2356","5749","104.4","65.58","1.124","-0.427"
"74.658","2356","5759","104.6","65.78","1.129","-0.425"
"74.668","2356","5770","104.7","66.02","1.134","-0.422"
"74.678","2356","5781","104.9","66.02","1.141","-0.418"
"74.688","2357","5792","105.0","66.03","1.149","-0.419"
"74.697","2357","5803","105.1","66.37","1.153","-0.419"
"74.707","2357","5815","105.3","66.41","1.157","-0.420"
"74.717","2358","5826","105.4","66.67","1.164","-0.423"
"74.727","2358","5838","105.6","66.80","1.169","-0.427"
"74.736","2358","5848","105.7","66.80","1.173","-0.431"
"74.746","2358","5858","105.8","66.92","1.176","-0.437"
"74.756","2359","5868","106.0","67.19","1.177","-0.444"
"74.766","2359","5877","106.1","67.19","1.180","-0.448"
"74.775","2359","5884","106.3","67.19","1.178","-0.456"
"74.785","2360","5891","106.4","67.19","1.174","-0.460"
"74.795","2360","5897","106.6","67.19","1.166","-0.462"
"74.805","2360","5903","106.7","67.19","1.161","-0.464"
"74.814","2360","5908","106.9","67.19","1.156","-0.464"
"74.824","2361","5913","107.0","67.19","1.149","-0.464"
"74.834","2361","5919","107.2","67.19","1.142","-0.464"
"74.844","2361","5924","107.3","67.19","1.136","-0.463"
"74.854","2362","5928","107.5","67.19","1.130","-0.461"
"74.863","2362","5933","107.6","67.19","1.126","-0.458"
"74.873","2362","5939","107.8","67.19","1.122","-0.455"
"74.883","2362","5944","107.9","67.19","1.118","-0.452"
"74.893","2363","5950","108.1","67.19","1.115","-0.449"
"74.902","2363","5955","108.2","67.19","1.113","-0.448"
"74.912","2363","5961","108.4","67.19","1.112","-0.447"
"74.922","2364","5967","108.5","67.19","1.109","-0.447"
"74.932","2364","5972","108.6","67.19","1.103","-0.447"
"74.941","2364","5977","108.8","67.19","1.100","-0.448"
"74.951","2365","5982","108.9","67.19","1.094","-0.451"
"74.961","2365","5988","109.1","67.44","1.089","-0.454"
"74.971","2365","5993","109.2","67.79","1.081","-0.457"
"74.980","2365","5999","109.4","67.97","1.070","-0.461"
"74.990","2366","6004","109.5","68.20","1.059","-0.465"
"75.000","2366","6010","109.7","68.82","1.045","-0.470"
"75.010","2366","6017","109.8","69.16","1.029","-0.476"
"75.020","2367","6023","110.0","69.50","1.009","-0.481"
"75.029","2367","6030","110.2","70.65","0.987","-0.489"
"75.039","2367","6039","110.3","71.40","0.963","-0.497"
"75.049","2368","6047","110.5","72.00","0.937","-0.505"
"75.059","2368","6055","110.7","72.63","0.913","-0.512"
"75.068","2368","6063","110.8","73.17","0.889","-0.519"
"75.078","2368","6071","111.0","73.52","0.863","-0.524"
"75.088","2369","6079","111.2","73.83","0.839","-0.529"
"75.098","2369","6085","111.4","73.83","0.813","-0.530"
"75.107","2369","6092","111.6","74.16","0.789","-0.532"
"75.117","2370","6100","111.7","74.50","0.764","-0.534"
"75.127","2370","6107","111.9","74.84","0.739","-0.536"
"75.137","2370","6115","112.1","75.19","0.714","-0.537"
"75.146","2371","6123","112.3","75.53","0.690","-0.539"
"75.156","2371","6131","112.5","76.02","0.668","-0.542"
"75.166","2371","6139","112.7","76.97","0.645","-0.545"
"75.176","2371","6149","112.8","78.27","0.622","-0.550"
"75.186","2372","6161","113.0","79.51","0.600","-0.557"
"75.195","2372","6173","113.2","80.53","0.580","-0.565"
"75.205","2372","6184","113.4","81.34","0.559","-0.571"
"75.215","2373","6195","113.6","81.84","0.540","-0.577"
"75.225","2373","6206","113.8","82.18","0.521","-0.581"
"75.234","2373","6217","114.0","82.63","0.504","-0.584"
"75.244","2374","6227","114.2","83.20","0.487","-0.586"
"75.254","2374","6237","114.4","83.20","0.472","-0.587"
"75.264","2374","6247","114.6","83.20","0.458","-0.586"
"75.273","2375","6257","114.8","83.20","0.446","-0.584"
"75.283","2375","6267","115.0","83.72","0.435","-0.583"
"75.293","2375","6278","115.2","84.20","0.425","-0.581"
"75.303","2376","6289","115.4","84.88","0.415","-0.581"
"75.313","2376","6301","115.6","86.03","0.408","-0.581"
"75.322","2376","6314","115.8","87.32","0.402","-0.582"
"75.332","2376","6327","116.0","88.38","0.397","-0.585"
"75.342","2377","6341","116.2","89.84","0.393","-0.588"
"75.352","2377","6355","116.4","90.82","0.390","-0.592"
"75.361","2377","6369","116.6","91.56","0.388","-0.598"
"75.371","2378","6382","116.8","92.02","0.387","-0.603"
"75.381","2378","6395","117.0","92.36","0.386","-0.608"
"75.391","2378","6407","117.3","92.58","0.385","-0.613"
"75.400","2379","6419","117.5","92.66","0.385","-0.616"
"75.410","2379","6430","117.7","93.00","0.384","-0.621"
"75.420","2379","6442","117.9","93.35","0.383","-0.623"
"75.430","2380","6453","118.1","94.02","0.380","-0.626"
"75.439","2380","6465","118.3","94.61","0.378","-0.629"
"75.449","2380","6477","118.5","95.19","0.374","-0.632"
"75.459","2381","6490","118.8","96.37","0.370","-0.635"
"75.469","2381","6503","119.0","97.85","0.366","-0.639"
"75.479","2381","6517","119.2","99.06","0.361","-0.643"
"75.488","2382","6531","119.4","100.00","0.358","-0.647"
"75.498","2382","6545","119.6","100.00","0.355","-0.649"
"75.508","2382","6558","119.9","100.00","0.353","-0.649"
"75.518","2383","6571","120.1","100.00","0.352","-0.647"
"75.527","2383","6584","120.3","100.00","0.352","-0.645"
"75.537","2383","6596","120.5","100.00","0.352","-0.643"
"75.547","2384","6609","120.8","100.00","0.353","-0.640"
"75.557","2384","6622","121.0","100.00","0.355","-0.637"
"75.566","2384","6635","121.2","100.00","0.357","-0.634"
"75.576","2385","6648","121.4","100.00","0.360","-0.632"
"75.586","2385","6661","121.6","100.00","0.363","-0.631"
"75.596","2385","6674","121.8","100.00","0.366","-0.631"
"75.605","2385","6686","122.1","100.00","0.369","-0.633"
"75.615","2386","6698","122.3","100.00","0.372","-0.636"
"75.625","2386","6710","122.5","100.00","0.375","-0.638"
"75.635","2386","6721","122.7","100.00","0.378","-0.640"
"75.645","2387","6733","122.9","100.00","0.381","-0.644"
"75.654","2387","6744","123.2","100.00","0.381","-0.646"
"75.664","2387","6755","123.4","100.00","0.382","-0.647"
"75.674","2388","6766","123.6","100.00","0.381","-0.649"
"75.684","2388","6778","123.8","100.00","0.378","-0.649"
"75.693","2389","6789","124.1","100.00","0.375","-0.650"
"75.703","2389","6801","124.3","100.00","0.370","-0.650"
"75.713","2389","6812","124.5","100.00","0.365","-0.650"
"75.723","2390","6824","124.7","100.00","0.359","-0.650"
"75.732","2390","6836","125.0","100.00","0.352","-0.649"
"75.742","2390","6847","125.2","100.00","0.345","-0.648"
"75.752","2391","6859","125.4","100.00","0.340","-0.645"
"75.762","2391","6870","125.6","100.00","0.335","-0.642"
"75.771","2391","6882","125.8","100.00","0.329","-0.639"
"75.781","2392","6894","126.1","100.00","0.324","-0.635"
"75.791","2392","6906","126.3","100.00","0.319","-0.632"
"75.801","2392","6919","126.5","100.00","0.313","-0.628"
"75.811","2393","6931","126.7","100.00","0.308","-0.626"
"75.820","2393","6944","126.9","100.00","0.302","-0.625"
"75.830","2393","6957","127.1","100.00","0.296","-0.624"
"75.840","2394","6969","127.4","100.00","0.291","-0.626"
"75.850","2394","6982","127.6","100.00","0.285","-0.628"
"75.859","2394","6994","127.8","100.00","0.280","-0.631"
"75.869","2395","7005","128.0","100.00","0.274","-0.633"
"75.879","2395","7016","128.2","100.00","0.267","-0.635"
"75.889","2395","7027","128.4","100.00","0.261","-0.637"
"75.898","2396","7038","128.7","100.00","0.254","-0.637"
"75.908","2396","7048","128.9","100.00","0.247","-0.637"
"75.918","2396","7059","129.1","100.00","0.240","-0.636"
"75.928","2397","7070","129.3","100.00","0.233","-0.634"
"75.938","2397","7081","129.6","100.00","0.226","-0.631"
"75.947","2397","7093","129.8","100.00","0.218","-0.629"
"75.957","2398","7104","130.0","100.00","0.210","-0.625"
"75.967","2398","7116","130.2","100.00","0.203","-0.622"
"75.977","2399","7129","130.4","100.00","0.196","-0.619"
"75.986","2399","7141","130.6","100.00","0.190","-0.617"
"75.996","2399","7154","130.8","100.00","0.184","-0.615"
"76.006","2400","7166","131.1","100.00","0.178","-0.614"
"76.016","2400","7178","131.3","100.00","0.172","-0.614"
"76.025","2400","7190","131.5","100.00","0.165","-0.614"
"76.035","2401","7201","131.7","100.00","0.159","-0.615"
"76.045","2401","7213","131.9","100.00","0.153","-0.617"
"76.055","2401","7223","132.1","100.00","0.147","-0.619"
"76.064","2402","7233","132.3","100.00","0.141","-0.620"
"76.074","2402","7243","132.5","100.00","0.135","-0.622"
"76.084","2402","7253","132.8","100.00","0.129","-0.623"
"76.094","2403","7262","133.0","100.00","0.124","-0.624"
"76.104","2403","7271","133.2","100.00","0.119","-0.624"
"76.113","2404","7281","133.4","100.00","0.114","-0.624"
"76.123","2404","7290","133.6","100.00","0.109","-0.623"
"76.133","2404","7300","133.8","100.00","0.104","-0.622"
"76.143","2405","7310","134.0","100.00","0.099","-0.620"
"76.152","2405","7320","134.3","100.00","0.093","-0.618"
"76.162","2405","7330","134.5","100.00","0.088","-0.616"
"76.172","2406","7341","134.7","100.00","0.082","-0.614"
"76.182","2406","7352","134.9","100.00","0.075","-0.611"
"76.191","2406","7363","135.1","100.00","0.068","-0.608"
"76.201","2407","7374","135.3","100.00","0.060","-0.606"
"76.211","2407","7385","135.5","100.00","0.051","-0.604"
"76.221","2408","7396","135.7","100.00","0.042","-0.601"
"76.230","2408","7407","135.9","100.00","0.033","-0.598"
"76.240","2408","7418","136.1","100.00","0.023","-0.596"
"76.250","2409","7429","136.3","100.00","0.013","-0.594"
"76.260","2409","7440","136.6","100.00","0.003","-0.592"
"76.270","2409","7451","136.8","100.00","-0.006","-0.591"
"76.279","2410","7462","137.0","100.00","-0.015","-0.590"
"76.289","2410","7472","137.2","100.00","-0.023","-0.588"
"76.299","2411","7478","137.4","100.00","-0.030","-0.583"
"76.309","2411","7478","137.6","100.00","-0.036","-0.570"
"76.318","2411","7479","137.8","100.00","-0.042","-0.557"
"76.328","2412","7479","137.9","100.00","-0.047","-0.544"
"76.338","2412","7480","138.1","100.00","-0.052","-0.530"
"76.348","2412","7481","138.3","99.05","-0.056","-0.515"
"76.357","2413","7481","138.5","96.92","-0.061","-0.501"
"76.367","2413","7482","138.7","93.93","-0.065","-0.485"
"76.377","2414","7482","138.8","89.76","-0.069","-0.470"
"76.387","2414","7483","139.0","83.06","-0.075","-0.453"
"76.396","2414","7471","139.1","75.46","-0.081","-0.415"
"76.406","2415","7440","139.3","67.18","-0.086","-0.305"
"76.416","2415","7392","139.3","57.46","-0.094","-0.110"
"76.426","2415","7336","139.3","47.47","-0.103","0.129"
"76.436","2416","7278","139.2","37.26","-0.113","0.368"
"76.445","2416","7224","139.1","26.68","-0.123","0.577"
"76.455","2417","7175","138.8","16.71","-0.132","0.750"
"76.465","2417","7126","138.5","8.88","-0.139","0.889"
"76.475","2417","7076","138.2","3.07","-0.146","1.005"
"76.484","2418","7022","137.8","0.52","-0.155","1.062"
"76.494","2418","6968","137.5","0.00","-0.165","1.090"
"76.504","2418","6913","137.1","0.00","-0.176","1.100"
"76.514","2419","6860","136.7","0.00","-0.186","1.099"
"76.523","2419","6807","136.3","0.87","-0.196","1.088"
"76.533","2420","6757","136.0","3.75","-0.207","1.070"
"76.543","2420","6712","135.6","8.36","-0.218","1.054"
"76.553","2420","6677","135.2","15.52","-0.229","1.032"
"76.563","2421","6640","134.9","22.83","-0.241","1.010"
"76.572","2421","6591","134.6","29.51","-0.254","0.969"
"76.582","2421","6540","134.2","36.56","-0.269","0.906"
"76.592","2422","6489","133.9","43.50","-0.283","0.824"
"76.602","2422","6439","133.7","49.37","-0.296","0.722"
"76.611","2422","6389","133.4","54.50","-0.308","0.597"
"76.621","2423","6339","133.3","60.73","-0.316","0.458"
"76.631","2423","6290","133.1","66.68","-0.317","0.299"
"76.641","2424","6204","133.1","72.78","-0.311","-0.194"
"76.650","2424","6039","133.3","77.93","-0.293","-0.552"
"76.660","2424","5943","133.5","82.42","-0.298","-0.657"
"76.670","2425","5898","133.7","86.11","-0.316","-0.647"
"76.680","2425","5871","133.9","88.65","-0.334","-0.616"
"76.689","2425","5851","134.1","90.17","-0.348","-0.578"
"76.699","2426","5840","134.3","91.32","-0.358","-0.542"
"76.709","2426","5835","134.5","91.80","-0.364","-0.516"
"76.719","2426","5834","134.7","91.80","-0.368","-0.499"
"76.729","2427","5837","134.8","91.80","-0.374","-0.488"
"76.738","2427","5840","135.0","91.80","-0.381","-0.480"
"76.748","2428","5845","135.2","91.80","-0.389","-0.475"
"76.758","2428","5850","135.3","91.80","-0.398","-0.471"
"76.768","2428","5856","135.5","91.80","-0.408","-0.469"
"76.777","2429","5862","135.6","91.80","-0.417","-0.467"
"76.787","2429","5869","135.8","91.80","-0.426","-0.467"
"76.797","2429","5875","136.0","91.80","-0.436","-0.466"
"76.807","2430","5882","136.1","91.80","-0.446","-0.467"
"76.816","2430","5889","136.3","91.53","-0.454","-0.467"
"76.826","2430","5896","136.4","91.19","-0.462","-0.466"
"76.836","2431","5904","136.6","90.77","-0.470","-0.465"
"76.846","2431","5911","136.8","90.37","-0.478","-0.464"
"76.855","2432","5918","136.9","89.94","-0.485","-0.462"
"76.865","2432","5925","137.1","89.00","-0.493","-0.459"
"76.875","2432","5932","137.2","88.31","-0.499","-0.456"
"76.885","2433","5939","137.4","87.95","-0.505","-0.455"
"76.895","2433","5946","137.6","87.61","-0.509","-0.453"
"76.904","2433","5953","137.7","87.50","-0.513","-0.452"
"76.914","2434","5960","137.9","87.31","-0.516","-0.451"
"76.924","2434","5967","138.0","86.84","-0.517","-0.452"
"76.934","2435","5973","138.2","86.07","-0.517","-0.452"
"76.943","2435","5980","138.3","85.11","-0.516","-0.450"
"76.953","2435","5986","138.5","84.77","-0.514","-0.449"
"76.963","2436","5992","138.6","84.43","-0.511","-0.449"
"76.973","2436","5999","138.8","84.37","-0.507","-0.450"
"76.982","2436","6005","138.9","84.37","-0.503","-0.450"
"76.992","2437","6011","139.1","84.55","-0.498","-0.451"
"77.002","2437","6018","139.3","85.00","-0.493","-0.453"
"77.012","2438","6024","139.4","85.69","-0.489","-0.455"
"77.021","2438","6031","139.6","86.48","-0.485","-0.457"
"77.031","2438","6038","139.7","87.38","-0.481","-0.459"
"77.041","2439","6045","139.9","88.34","-0.478","-0.461"
"77.051","2439","6052","140.0","89.85","-0.477","-0.462"
"77.061","2439","6060","140.2","91.25","-0.476","-0.463"
"77.070","2440","6067","140.4","92.55","-0.475","-0.465"
"77.080","2440","6075","140.5","93.80","-0.476","-0.466"
"77.090","2441","6084","140.7","94.94","-0.478","-0.465"
"77.100","2441","6092","140.8","95.84","-0.481","-0.465"
"77.109","2441","6101","141.0","96.51","-0.484","-0.465"
"77.119","2442","6109","141.2","96.93","-0.489","-0.466"
"77.129","2442","6118","141.3","97.81","-0.494","-0.467"
"77.139","2443","6126","141.5","99.15","-0.500","-0.469"
"77.148","2443","6135","141.6","99.85","-0.507","-0.472"
"77.158","2443","6144","141.8","100.00","-0.515","-0.474"
"77.168","2444","6152","142.0","100.00","-0.524","-0.477"
"77.178","2444","6159","142.1","100.00","-0.534","-0.479"
"77.188","2444","6167","142.3","100.00","-0.544","-0.480"
"77.197","2445","6174","142.5","100.00","-0.554","-0.481"
"77.207","2445","6182","142.6","100.00","-0.563","-0.482"
"77.217","2446","6190","142.8","100.00","-0.573","-0.482"
